text,images,videos,gender
"Severe weather here, snowstorm continues, temperature is falling, offices and shops are closed already.",['https://scontent-ord5-2.xx.fbcdn.net/v/t39.30808-6/321423624_5801736289904874_6188330044979265441_n.jpg?stp=cp6_dst-jpg_p526x296&_nc_cat=100&ccb=1-7&_nc_sid=dd5e9f&_nc_ohc=mQvDYFGsx0UAX-_KQH4&_nc_ht=scontent-ord5-2.xx&oh=00_AfCiT630kZcbJAJ16KBB6W409lEzdTMByJkSNyw-_BHn5A&oe=65D5773B'],[],M
"ইনি আর রিপোর্টিং করার স্টেজে নাই । ওনাকে পরের স্টেজে কোন আদালতের বিচারক , কলকাতা হারবালের প্রতিনিধি বা মানসিক ট্রিটমেন্টের জন্য বিবেচনা করুন।",[],[],M
"Economic Increase = Growth 
Growth + Ethics + morality = Development 
Development + humanity = Success 
Bangladesh will be a successful country one day by rooting out vote stealers, enforce disappearances and corruptions.",['https://scontent-ord5-1.xx.fbcdn.net/v/t39.30808-6/320236353_1203801710205888_6325675253139016914_n.jpg?stp=cp6_dst-jpg_p526x296&_nc_cat=101&ccb=1-7&_nc_sid=dd5e9f&_nc_ohc=-R6f87T880YAX9bU2oQ&_nc_ht=scontent-ord5-1.xx&oh=00_AfAal6CqRiU7Dpxz-e47FxaH7WmdcBAA43znwxpo3ZsP0w&oe=65D63BB9'],[],M
ESPN connected two sports journalists from two countries for post match review. What an idea and insightful discussions indeed.,"['https://scontent-ord5-2.xx.fbcdn.net/v/t39.30808-6/319152258_886801659160652_462582250839951342_n.jpg?stp=cp6_dst-jpg_s600x600&_nc_cat=100&ccb=1-7&_nc_sid=dd5e9f&_nc_ohc=O3ueiz3HMqcAX-CvVWZ&_nc_ht=scontent-ord5-2.xx&oh=00_AfB3LI8m2lddNab1BuMaWUaTQOSyiWUzJzLNXHHKh1v9Yw&oe=65D48DAA', 'https://scontent-ord5-1.xx.fbcdn.net/v/t39.30808-6/319314302_1348722269289339_123391551434444580_n.jpg?stp=cp6_dst-jpg_s600x600&_nc_cat=101&ccb=1-7&_nc_sid=dd5e9f&_nc_ohc=0GQZiwa2qe4AX-kYhqP&_nc_ht=scontent-ord5-1.xx&oh=00_AfAa-ReUjxefvhO8jhwaPttZT618WuGkylPC1FBTtDzK-g&oe=65D5C319']",[],M
"উচ্চশিক্ষিত বাস ড্রাইভারের সাথে একদিন
২০১৮ সালে ইউনির্ভাসিটি অব মিসিসিপিতে সাংবাদিকতায় মাস্টার্স পড়তে ছোট্ট শহর অক্সফোর্ডে গিয়েছিলাম। আমাদের বাসা থেকে ক্যাম্পাস ছিল দেড় মাইল দূরে। আমরা প্রতিদিন বাসে করে যেতাম। সেখানে আমার পরিচয় হয় বাস ড্রাইভার জন ও'ডেল এর সাথে। একসময় জানতে পারি তিনি উচ্চশিক্ষিত মানুষ। ইউনিভার্সিটি অব আরকানসাস থেকে ক্রিমিনোলজিতে মাস্টার্স করা মানুষটি পুলিশ অফিসার ও পরে এফবিআইতে চাকরি করেছেন। একসময় তিনি চাকরি ছেড়ে দেন কারণ এফবিআইএর চাকরিতে সময় বেশি দিতে হতো, কিন্তু বেতন কম। তাই তিনি ব্যবসায়ে নামেন। সেখানে সফল হন। পরে ব্যবসা ছেলেমেয়েদের হাতে ছেড়ে দিয়ে রিটায়ার করেন। অবসরকালীন শহর হিসেবে বেছে নেন অক্সফোর্ড। রিটায়ার জীবনের একঘেয়েমি কাটাতে জন শখের বসে ইউনির্ভাসিটির বাস চালান। আর এজন্য তিনি গর্ববোধ করেন। তার এই জীবনের গল্প নিয়ে আমি একটা ডকুমেন্টারি বানিয়েছিলাম। আপনারা চাইলে এটা দেখতে পারেন। লিংক:",[],[],M
"Severe weather here, snowstorm continues, temperature is falling, offices and shops are closed already.",['https://scontent-ord5-2.xx.fbcdn.net/v/t39.30808-6/321423624_5801736289904874_6188330044979265441_n.jpg?stp=cp6_dst-jpg_p526x296&_nc_cat=100&ccb=1-7&_nc_sid=dd5e9f&_nc_ohc=mQvDYFGsx0UAX-_KQH4&_nc_ht=scontent-ord5-2.xx&oh=00_AfCiT630kZcbJAJ16KBB6W409lEzdTMByJkSNyw-_BHn5A&oe=65D5773B'],[],M
"ইনি আর রিপোর্টিং করার স্টেজে নাই । ওনাকে পরের স্টেজে কোন আদালতের বিচারক , কলকাতা হারবালের প্রতিনিধি বা মানসিক ট্রিটমেন্টের জন্য বিবেচনা করুন।",[],[],M
"Economic Increase = Growth 
Growth + Ethics + morality = Development 
Development + humanity = Success 
Bangladesh will be a successful country one day by rooting out vote stealers, enforce disappearances and corruptions.",['https://scontent-ord5-1.xx.fbcdn.net/v/t39.30808-6/320236353_1203801710205888_6325675253139016914_n.jpg?stp=cp6_dst-jpg_p526x296&_nc_cat=101&ccb=1-7&_nc_sid=dd5e9f&_nc_ohc=-R6f87T880YAX9bU2oQ&_nc_ht=scontent-ord5-1.xx&oh=00_AfAal6CqRiU7Dpxz-e47FxaH7WmdcBAA43znwxpo3ZsP0w&oe=65D63BB9'],[],M
ESPN connected two sports journalists from two countries for post match review. What an idea and insightful discussions indeed.,"['https://scontent-ord5-2.xx.fbcdn.net/v/t39.30808-6/319152258_886801659160652_462582250839951342_n.jpg?stp=cp6_dst-jpg_s600x600&_nc_cat=100&ccb=1-7&_nc_sid=dd5e9f&_nc_ohc=O3ueiz3HMqcAX-CvVWZ&_nc_ht=scontent-ord5-2.xx&oh=00_AfB3LI8m2lddNab1BuMaWUaTQOSyiWUzJzLNXHHKh1v9Yw&oe=65D48DAA', 'https://scontent-ord5-1.xx.fbcdn.net/v/t39.30808-6/319314302_1348722269289339_123391551434444580_n.jpg?stp=cp6_dst-jpg_s600x600&_nc_cat=101&ccb=1-7&_nc_sid=dd5e9f&_nc_ohc=0GQZiwa2qe4AX-kYhqP&_nc_ht=scontent-ord5-1.xx&oh=00_AfAa-ReUjxefvhO8jhwaPttZT618WuGkylPC1FBTtDzK-g&oe=65D5C319']",[],M
গণমাধ্যম এজেন্ডা সেট করে কিন্তু এজেন্ডা অন্য কোথাও তৈরি হয়.। ফলে গণমাধ্যমকে কারো না কারো  পিআর মুখপাত্র হয়েই কাটাতে হবে।,"['https://scontent-ord5-2.xx.fbcdn.net/v/t39.30808-6/319829157_682218176861429_7398000822857167444_n.jpg?stp=dst-jpg_s600x600&_nc_cat=110&ccb=1-7&_nc_sid=3635dc&_nc_ohc=JVRIiLu2jXcAX_ECmTE&_nc_ht=scontent-ord5-2.xx&oh=00_AfAgKJ5ivhYeMAPYrILMOoT0VIkXsXp79OfMbJAskeMRMw&oe=65D61D1B', 'https://scontent-ord5-2.xx.fbcdn.net/v/t39.30808-6/319988299_3309638925974641_7022932332974504055_n.jpg?stp=dst-jpg_p526x395&_nc_cat=103&ccb=1-7&_nc_sid=3635dc&_nc_ohc=iuRhH8kWMsEAX-HZbSt&_nc_ht=scontent-ord5-2.xx&oh=00_AfDvn9e_Ain-mwg0cAc7bSjncdnyF__3iJJGyi5BHd_1QA&oe=65D5638F', 'https://scontent-ord5-2.xx.fbcdn.net/v/t39.30808-6/319900923_1349106379187632_5523901305128511338_n.jpg?stp=dst-jpg_p320x320&_nc_cat=110&ccb=1-7&_nc_sid=3635dc&_nc_ohc=VBv8CfT-4HoAX8L-5X2&_nc_ht=scontent-ord5-2.xx&oh=00_AfDD220DMgbRaEJyjoFAUqjPm3lPzrc_SG2neJ_fYLxP4w&oe=65D58FFE', 'https://scontent-ord5-2.xx.fbcdn.net/v/t39.30808-6/319903724_549971427025057_6624745604609707031_n.jpg?stp=dst-jpg_p403x403&_nc_cat=100&ccb=1-7&_nc_sid=3635dc&_nc_ohc=iTSOE78Y-lsAX_9VfYR&_nc_ht=scontent-ord5-2.xx&oh=00_AfAJEo8ZBMZUoRVMhfCgizcfVCRmXxo9X-ik4nvTcqpkbg&oe=65D6414D', 'https://scontent-ord5-2.xx.fbcdn.net/v/t39.30808-6/319881203_693474265740378_608594659330373267_n.jpg?stp=dst-jpg_s600x600&_nc_cat=105&ccb=1-7&_nc_sid=3635dc&_nc_ohc=hzPP2mfqXWMAX8cwU3E&_nc_ht=scontent-ord5-2.xx&oh=00_AfDvBz3T2bynBYXJVjbI0YrggMSNWwk8Ax-XfkgvW2vHAQ&oe=65D5CF20']",[],M
"ইনবক্সে পাওয়া। মানুষ আমার বই দেখছে, খুঁজে পড়ছে। এসব ছবি দেখলে চোখে পানি আসে। ব্যর্থ জীবনটাকেও সার্থক মনে হয়। দোয়া চাই, যেন আরও এমন কিছু বই রেখে যেতে পারি। আমি থাকবো না, বইগুলো থাকবে সেদিন।  
ছবি কৃতজ্ঞতা: আরিফুল ইসলাম মিঠু।",['https://scontent-ord5-1.xx.fbcdn.net/v/t39.30808-6/317781592_10161286345872871_2217742742635977633_n.jpg?stp=dst-jpg_p180x540&_nc_cat=109&ccb=1-7&_nc_sid=3635dc&_nc_ohc=1mAhAJkyqfYAX_uE-lu&_nc_ht=scontent-ord5-1.xx&oh=00_AfD9HU8AmEKx5ZSrBLNUJWtqCSyYVR8XvmBGaE4I83pwJg&oe=65D4B688'],[],M
৯৪ সালে বিশ্বকাপ দেখা শুরু সেবারই ব্রাজিলের ফ্যান হয়ে গেছিলাম। আমি নিরব দর্শক। দূরের দেশটির খেলা ভালো লাগে কিন্তু তাদের জন্য আমার উন্মাদনা নেই। প্রিয় দলের জার্সি পরা যেতেই পারে তবে অন্য কোন দেশের পতাকা ওড়ানো বন্ধ হওয়া উচিত। রিচার্লিসনের ২য় গোলটা চোখে লেগে আছে। ব্রাজিল কাপ জিতুক আবার।,['https://scontent-ord5-2.xx.fbcdn.net/v/t39.30808-6/316951206_10161273870127871_946709157255271441_n.jpg?stp=cp6_dst-jpg_p180x540&_nc_cat=110&ccb=1-7&_nc_sid=dd5e9f&_nc_ohc=Xkw2-QH3Dd4AX-oRhH2&_nc_ht=scontent-ord5-2.xx&oh=00_AfDeeUd2P2PEiUNFW3K3wWwx4HGLXXtQYGTKGRUNzrQ5nQ&oe=65D60F19'],[],M
গণমাধ্যম এজেন্ডা সেট করে কিন্তু এজেন্ডা অন্য কোথাও তৈরি হয়.। ফলে গণমাধ্যমকে কারো না কারো  পিআর মুখপাত্র হয়েই কাটাতে হবে।,"['https://scontent-ord5-2.xx.fbcdn.net/v/t39.30808-6/319829157_682218176861429_7398000822857167444_n.jpg?stp=dst-jpg_s600x600&_nc_cat=110&ccb=1-7&_nc_sid=3635dc&_nc_ohc=JVRIiLu2jXcAX_ECmTE&_nc_ht=scontent-ord5-2.xx&oh=00_AfAgKJ5ivhYeMAPYrILMOoT0VIkXsXp79OfMbJAskeMRMw&oe=65D61D1B', 'https://scontent-ord5-2.xx.fbcdn.net/v/t39.30808-6/319988299_3309638925974641_7022932332974504055_n.jpg?stp=dst-jpg_p526x395&_nc_cat=103&ccb=1-7&_nc_sid=3635dc&_nc_ohc=iuRhH8kWMsEAX-HZbSt&_nc_ht=scontent-ord5-2.xx&oh=00_AfDvn9e_Ain-mwg0cAc7bSjncdnyF__3iJJGyi5BHd_1QA&oe=65D5638F', 'https://scontent-ord5-2.xx.fbcdn.net/v/t39.30808-6/319900923_1349106379187632_5523901305128511338_n.jpg?stp=dst-jpg_p320x320&_nc_cat=110&ccb=1-7&_nc_sid=3635dc&_nc_ohc=VBv8CfT-4HoAX8L-5X2&_nc_ht=scontent-ord5-2.xx&oh=00_AfDD220DMgbRaEJyjoFAUqjPm3lPzrc_SG2neJ_fYLxP4w&oe=65D58FFE', 'https://scontent-ord5-2.xx.fbcdn.net/v/t39.30808-6/319903724_549971427025057_6624745604609707031_n.jpg?stp=dst-jpg_p403x403&_nc_cat=100&ccb=1-7&_nc_sid=3635dc&_nc_ohc=iTSOE78Y-lsAX_9VfYR&_nc_ht=scontent-ord5-2.xx&oh=00_AfAJEo8ZBMZUoRVMhfCgizcfVCRmXxo9X-ik4nvTcqpkbg&oe=65D6414D', 'https://scontent-ord5-2.xx.fbcdn.net/v/t39.30808-6/319881203_693474265740378_608594659330373267_n.jpg?stp=dst-jpg_s600x600&_nc_cat=105&ccb=1-7&_nc_sid=3635dc&_nc_ohc=hzPP2mfqXWMAX8cwU3E&_nc_ht=scontent-ord5-2.xx&oh=00_AfDvBz3T2bynBYXJVjbI0YrggMSNWwk8Ax-XfkgvW2vHAQ&oe=65D5CF20']",[],M
"ইনবক্সে পাওয়া। মানুষ আমার বই দেখছে, খুঁজে পড়ছে। এসব ছবি দেখলে চোখে পানি আসে। ব্যর্থ জীবনটাকেও সার্থক মনে হয়। দোয়া চাই, যেন আরও এমন কিছু বই রেখে যেতে পারি। আমি থাকবো না, বইগুলো থাকবে সেদিন।  
ছবি কৃতজ্ঞতা: আরিফুল ইসলাম মিঠু।",['https://scontent-ord5-1.xx.fbcdn.net/v/t39.30808-6/317781592_10161286345872871_2217742742635977633_n.jpg?stp=dst-jpg_p180x540&_nc_cat=109&ccb=1-7&_nc_sid=3635dc&_nc_ohc=1mAhAJkyqfYAX_uE-lu&_nc_ht=scontent-ord5-1.xx&oh=00_AfD9HU8AmEKx5ZSrBLNUJWtqCSyYVR8XvmBGaE4I83pwJg&oe=65D4B688'],[],M
৯৪ সালে বিশ্বকাপ দেখা শুরু সেবারই ব্রাজিলের ফ্যান হয়ে গেছিলাম। আমি নিরব দর্শক। দূরের দেশটির খেলা ভালো লাগে কিন্তু তাদের জন্য আমার উন্মাদনা নেই। প্রিয় দলের জার্সি পরা যেতেই পারে তবে অন্য কোন দেশের পতাকা ওড়ানো বন্ধ হওয়া উচিত। রিচার্লিসনের ২য় গোলটা চোখে লেগে আছে। ব্রাজিল কাপ জিতুক আবার।,['https://scontent-ord5-2.xx.fbcdn.net/v/t39.30808-6/316951206_10161273870127871_946709157255271441_n.jpg?stp=cp6_dst-jpg_p180x540&_nc_cat=110&ccb=1-7&_nc_sid=dd5e9f&_nc_ohc=Xkw2-QH3Dd4AX-oRhH2&_nc_ht=scontent-ord5-2.xx&oh=00_AfDeeUd2P2PEiUNFW3K3wWwx4HGLXXtQYGTKGRUNzrQ5nQ&oe=65D60F19'],[],M
নিজের লেখা বইয়ের এমন বিজ্ঞাপন দেখতে কার না ভালো লাগে?,['https://scontent-ord5-2.xx.fbcdn.net/v/t39.30808-6/315975300_10161223619602871_3050218645568703800_n.jpg?stp=dst-jpg_s720x720&_nc_cat=104&ccb=1-7&_nc_sid=3635dc&_nc_ohc=GzaSwB_MYVUAX9RCH_q&_nc_ht=scontent-ord5-2.xx&oh=00_AfAmLvIlVaTk04cPJBNtnYrq2cFGnUBY4ydFpYaPsv7A3w&oe=65D59FB8'],[],M
৯৪ সালে বিশ্বকাপ দেখা শুরু সেবারই ব্রাজিলের ফ্যান হয়ে গেছিলাম। আমি নিরব দর্শক। দূরের দেশটির খেলা ভালো লাগে কিন্তু তাদের জন্য আমার উন্মাদনা নেই। প্রিয় দলের জার্সি পরা যেতেই পারে তবে অন্য কোন দেশের পতাকা ওড়ানো বন্ধ হওয়া উচিত। রিচার্লিসনের ২য় গোলটা চোখে লেগে আছে। ব্রাজিল কাপ জিতুক আবার।,['https://scontent-ord5-2.xx.fbcdn.net/v/t39.30808-6/316951206_10161273870127871_946709157255271441_n.jpg?stp=cp6_dst-jpg_p180x540&_nc_cat=110&ccb=1-7&_nc_sid=dd5e9f&_nc_ohc=Xkw2-QH3Dd4AX-oRhH2&_nc_ht=scontent-ord5-2.xx&oh=00_AfDeeUd2P2PEiUNFW3K3wWwx4HGLXXtQYGTKGRUNzrQ5nQ&oe=65D60F19'],[],M
নিজের লেখা বইয়ের এমন বিজ্ঞাপন দেখতে কার না ভালো লাগে?,['https://scontent-ord5-2.xx.fbcdn.net/v/t39.30808-6/315975300_10161223619602871_3050218645568703800_n.jpg?stp=dst-jpg_s720x720&_nc_cat=104&ccb=1-7&_nc_sid=3635dc&_nc_ohc=GzaSwB_MYVUAX9RCH_q&_nc_ht=scontent-ord5-2.xx&oh=00_AfAmLvIlVaTk04cPJBNtnYrq2cFGnUBY4ydFpYaPsv7A3w&oe=65D59FB8'],[],M
গতকাল যুক্তরাষ্ট্রের মধ্যবর্তী নির্বাচন পরিস্থিতি নিয়ে আলোচনায় যুক্ত হয়েছিলাম নিউইয়র্ক ভিত্তিক বাংলা টিভি চ্যানেল টিবিএন টুয়েন্টিফোর এর সাথে।,"['https://scontent-ord5-1.xx.fbcdn.net/v/t39.30808-6/314411444_10161172900707871_2299940187777583230_n.jpg?stp=dst-jpg_p526x296&_nc_cat=111&ccb=1-7&_nc_sid=3635dc&_nc_ohc=WkQKfjsntzgAX-bmNA0&_nc_ht=scontent-ord5-1.xx&oh=00_AfCbRpfvkyLzGEexgn1kr2XIkICd40QTOG025puzZhkLpA&oe=65D4AE6B', 'https://scontent-ord5-2.xx.fbcdn.net/v/t39.30808-6/314571751_10161172900692871_8546981921827536537_n.jpg?stp=dst-jpg_s600x600&_nc_cat=110&ccb=1-7&_nc_sid=3635dc&_nc_ohc=YzOcROO0a2EAX81YWHq&_nc_ht=scontent-ord5-2.xx&oh=00_AfB7m7nE9vjegptF8pIPVTO_cckOrSPjEuhlOelOP3KueA&oe=65D550E3']",[],M
D/L equation sheet,['https://scontent-ord5-1.xx.fbcdn.net/v/t39.30808-6/314342704_10161168114102871_2314100664251983916_n.jpg?stp=dst-jpg_p180x540&_nc_cat=108&ccb=1-7&_nc_sid=3635dc&_nc_ohc=o0gzBYQHa10AX88KgJ1&_nc_ht=scontent-ord5-1.xx&oh=00_AfCvTDNUCT3d5FAoLw-dN-HBYhVA0O-2uwAGI4xWZRNGhQ&oe=65D5EF9A'],[],M
Once upon a time I was a sports person as well.,['https://scontent-ord5-2.xx.fbcdn.net/v/t1.18169-9/14611037_10154779215807871_6173808023237436896_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=dd63ad&_nc_ohc=5MoL1A96R8sAX-C1LCy&_nc_ht=scontent-ord5-2.xx&oh=00_AfARHr-Prx-YXlXFHSOoO9SQxSMLz9GQAh1MkqkizQpxxA&oe=65F7EA8C'],[],M
গতকাল যুক্তরাষ্ট্রের মধ্যবর্তী নির্বাচন পরিস্থিতি নিয়ে আলোচনায় যুক্ত হয়েছিলাম নিউইয়র্ক ভিত্তিক বাংলা টিভি চ্যানেল টিবিএন টুয়েন্টিফোর এর সাথে।,"['https://scontent-ord5-1.xx.fbcdn.net/v/t39.30808-6/314411444_10161172900707871_2299940187777583230_n.jpg?stp=dst-jpg_p526x296&_nc_cat=111&ccb=1-7&_nc_sid=3635dc&_nc_ohc=WkQKfjsntzgAX-bmNA0&_nc_ht=scontent-ord5-1.xx&oh=00_AfCbRpfvkyLzGEexgn1kr2XIkICd40QTOG025puzZhkLpA&oe=65D4AE6B', 'https://scontent-ord5-2.xx.fbcdn.net/v/t39.30808-6/314571751_10161172900692871_8546981921827536537_n.jpg?stp=dst-jpg_s600x600&_nc_cat=110&ccb=1-7&_nc_sid=3635dc&_nc_ohc=YzOcROO0a2EAX81YWHq&_nc_ht=scontent-ord5-2.xx&oh=00_AfB7m7nE9vjegptF8pIPVTO_cckOrSPjEuhlOelOP3KueA&oe=65D550E3']",[],M
D/L equation sheet,['https://scontent-ord5-1.xx.fbcdn.net/v/t39.30808-6/314342704_10161168114102871_2314100664251983916_n.jpg?stp=dst-jpg_p180x540&_nc_cat=108&ccb=1-7&_nc_sid=3635dc&_nc_ohc=o0gzBYQHa10AX88KgJ1&_nc_ht=scontent-ord5-1.xx&oh=00_AfCvTDNUCT3d5FAoLw-dN-HBYhVA0O-2uwAGI4xWZRNGhQ&oe=65D5EF9A'],[],M
Once upon a time I was a sports person as well.,['https://scontent-ord5-2.xx.fbcdn.net/v/t1.18169-9/14611037_10154779215807871_6173808023237436896_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=dd63ad&_nc_ohc=5MoL1A96R8sAX-C1LCy&_nc_ht=scontent-ord5-2.xx&oh=00_AfARHr-Prx-YXlXFHSOoO9SQxSMLz9GQAh1MkqkizQpxxA&oe=65F7EA8C'],[],M
"ESPN asked 8 former cricketers to predict 4 semifinalist, calculating their votes top favorites of this #T20WorldCup22 are Australia (7), India (7). England (6), Pakistan (5), South Africa (4), New Zealand (2) & Sri Lanka (1). Let's see, what happens?",[],[],M
"আমেরিকায় টি-টোয়েন্টি ওয়ান্ড কাপ সম্প্রচার করবে উইলো টিভি ও তাদের ওটিটি প্লাটফরম স্লিং। তারা কি ধরেই নিয়েছে লড়াইটা এই সাত দেশের মধ্যে হবে? মাঠের লড়াই এর চেয়ে বাজারের কথা ভেবে কোনো বিজ্ঞাপন তৈরির আগে ডেমোগ্রাফি বিবেচনা করতে হয়। আমার মনে হয় সেই টার্গেট ফেল করেছে তারা, কারন গবেষণা বলছে যুক্তরাষ্ট্রে প্রায় ৩ লাখ বাংলাদেশী অভিবাসীর বাস। প্রকৃত সংখ্যা আরও বেশি। ফলে এই চ্যানেলেকে আমি আর সাত ডলার দিতে আগ্রহ পাচ্ছিনা ।",['https://scontent-ord5-1.xx.fbcdn.net/v/t39.30808-6/311738945_10161116043237871_3043962974538513630_n.jpg?stp=cp6_dst-jpg_s640x640&_nc_cat=111&ccb=1-7&_nc_sid=dd5e9f&_nc_ohc=pRFCWtigZqEAX9R3vm8&_nc_ht=scontent-ord5-1.xx&oh=00_AfDZjxy3eY5sz6uZ6mX4VakuwvgCuOAsTlh3TRwlfwshXw&oe=65D4940E'],[],M
"ESPN asked 8 former cricketers to predict 4 semifinalist, calculating their votes top favorites of this #T20WorldCup22 are Australia (7), India (7). England (6), Pakistan (5), South Africa (4), New Zealand (2) & Sri Lanka (1). Let's see, what happens?",[],[],M
"আমেরিকায় টি-টোয়েন্টি ওয়ান্ড কাপ সম্প্রচার করবে উইলো টিভি ও তাদের ওটিটি প্লাটফরম স্লিং। তারা কি ধরেই নিয়েছে লড়াইটা এই সাত দেশের মধ্যে হবে? মাঠের লড়াই এর চেয়ে বাজারের কথা ভেবে কোনো বিজ্ঞাপন তৈরির আগে ডেমোগ্রাফি বিবেচনা করতে হয়। আমার মনে হয় সেই টার্গেট ফেল করেছে তারা, কারন গবেষণা বলছে যুক্তরাষ্ট্রে প্রায় ৩ লাখ বাংলাদেশী অভিবাসীর বাস। প্রকৃত সংখ্যা আরও বেশি। ফলে এই চ্যানেলেকে আমি আর সাত ডলার দিতে আগ্রহ পাচ্ছিনা ।",['https://scontent-ord5-1.xx.fbcdn.net/v/t39.30808-6/311738945_10161116043237871_3043962974538513630_n.jpg?stp=cp6_dst-jpg_s640x640&_nc_cat=111&ccb=1-7&_nc_sid=dd5e9f&_nc_ohc=pRFCWtigZqEAX9R3vm8&_nc_ht=scontent-ord5-1.xx&oh=00_AfDZjxy3eY5sz6uZ6mX4VakuwvgCuOAsTlh3TRwlfwshXw&oe=65D4940E'],[],M
শুভ জন্মদিন বন্ধু।,['https://scontent-ord5-1.xx.fbcdn.net/v/t31.18172-8/22042256_10155978747802871_6946492970447336303_o.jpg?stp=dst-jpg_p720x720&_nc_cat=106&ccb=1-7&_nc_sid=dd63ad&_nc_ohc=XTh4XN7DFWYAX_OtEKv&_nc_ht=scontent-ord5-1.xx&oh=00_AfBVnmCvAXhrz0o2akafB_RDKvRB4k3D_ZJaCHI7kJ-6pg&oe=65F7CC17'],[],M
শুভ জন্মদিন।,['https://scontent-ord5-2.xx.fbcdn.net/v/t39.30808-6/311371385_810821610241845_4137396522814516498_n.jpg?stp=dst-jpg_p526x296&_nc_cat=107&ccb=1-7&_nc_sid=dd5e9f&_nc_ohc=V4QSxTn_Sq0AX9J9Ek1&_nc_ht=scontent-ord5-2.xx&oh=00_AfDjNhqOYe5qosVaIuYg4pli3T9uwj6LbwrveRCs9wL_LA&oe=65D48A6F'],[],M
সুজনের জন্য শুভকামনা। ভালো থেকো। শুভ জন্মদিন,['https://scontent-ord5-2.xx.fbcdn.net/v/t31.18172-8/279106_4660336666791_906060132_o.jpg?stp=dst-jpg_p720x720&_nc_cat=102&ccb=1-7&_nc_sid=4dc865&_nc_ohc=6uIxY0NKi34AX896prJ&_nc_ht=scontent-ord5-2.xx&oh=00_AfBdLiP0CGv9k0abAAX0LLk4cOUIHEnmEelCBEiAChMpKA&oe=65F7B989'],[],M
শুভ জন্মদিন প্রিয় সুজন,['https://scontent-ord5-1.xx.fbcdn.net/v/t1.18169-9/2233_44800937167_2196_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=4dc865&_nc_ohc=eU9G8-qhJ6kAX8EKFkh&_nc_ht=scontent-ord5-1.xx&oh=00_AfCP-O-zPkaevetTAXyZKLKyLiZS5TsFfiNaU_i5sAa9dQ&oe=65F7C126'],[],M
"আমেরিকায় টি-টোয়েন্টি ওয়ান্ড কাপ সম্প্রচার করবে উইলো টিভি ও তাদের ওটিটি প্লাটফরম স্লিং। তারা কি ধরেই নিয়েছে লড়াইটা এই সাত দেশের মধ্যে হবে? মাঠের লড়াই এর চেয়ে বাজারের কথা ভেবে কোনো বিজ্ঞাপন তৈরির আগে ডেমোগ্রাফি বিবেচনা করতে হয়। আমার মনে হয় সেই টার্গেট ফেল করেছে তারা, কারন গবেষণা বলছে যুক্তরাষ্ট্রে প্রায় ৩ লাখ বাংলাদেশী অভিবাসীর বাস। প্রকৃত সংখ্যা আরও বেশি। ফলে এই চ্যানেলেকে আমি আর সাত ডলার দিতে আগ্রহ পাচ্ছিনা ।",['https://scontent-ord5-1.xx.fbcdn.net/v/t39.30808-6/311738945_10161116043237871_3043962974538513630_n.jpg?stp=cp6_dst-jpg_s640x640&_nc_cat=111&ccb=1-7&_nc_sid=dd5e9f&_nc_ohc=pRFCWtigZqEAX9R3vm8&_nc_ht=scontent-ord5-1.xx&oh=00_AfDZjxy3eY5sz6uZ6mX4VakuwvgCuOAsTlh3TRwlfwshXw&oe=65D4940E'],[],M
শুভ জন্মদিন বন্ধু।,['https://scontent-ord5-1.xx.fbcdn.net/v/t31.18172-8/22042256_10155978747802871_6946492970447336303_o.jpg?stp=dst-jpg_p720x720&_nc_cat=106&ccb=1-7&_nc_sid=dd63ad&_nc_ohc=XTh4XN7DFWYAX_OtEKv&_nc_ht=scontent-ord5-1.xx&oh=00_AfBVnmCvAXhrz0o2akafB_RDKvRB4k3D_ZJaCHI7kJ-6pg&oe=65F7CC17'],[],M
শুভ জন্মদিন।,['https://scontent-ord5-2.xx.fbcdn.net/v/t39.30808-6/311371385_810821610241845_4137396522814516498_n.jpg?stp=dst-jpg_p526x296&_nc_cat=107&ccb=1-7&_nc_sid=dd5e9f&_nc_ohc=V4QSxTn_Sq0AX9J9Ek1&_nc_ht=scontent-ord5-2.xx&oh=00_AfDjNhqOYe5qosVaIuYg4pli3T9uwj6LbwrveRCs9wL_LA&oe=65D48A6F'],[],M
সুজনের জন্য শুভকামনা। ভালো থেকো। শুভ জন্মদিন,['https://scontent-ord5-2.xx.fbcdn.net/v/t31.18172-8/279106_4660336666791_906060132_o.jpg?stp=dst-jpg_p720x720&_nc_cat=102&ccb=1-7&_nc_sid=4dc865&_nc_ohc=6uIxY0NKi34AX896prJ&_nc_ht=scontent-ord5-2.xx&oh=00_AfBdLiP0CGv9k0abAAX0LLk4cOUIHEnmEelCBEiAChMpKA&oe=65F7B989'],[],M
শুভ জন্মদিন প্রিয় সুজন,['https://scontent-ord5-1.xx.fbcdn.net/v/t1.18169-9/2233_44800937167_2196_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=4dc865&_nc_ohc=eU9G8-qhJ6kAX8EKFkh&_nc_ht=scontent-ord5-1.xx&oh=00_AfCP-O-zPkaevetTAXyZKLKyLiZS5TsFfiNaU_i5sAa9dQ&oe=65F7C126'],[],M
